user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Mitchell Adams,"Corio, Geelong",Freelance writer (and would-be author) who's fandoms range from comic books to pro wrestling/MMA. Autistic and Proud!!!,15-06-2014 04:28,247,329,2777,False,19-08-2020 07:49,"The fact so many Australians would not vaccinate is absolutely infuriating 🤬
Selfish, Misinformed Idiots one and al… https://t.co/dn8BiKTXiX",,Twitter for iPad,False
Himadri Mondal,,Studying in class 12. Student of Allen Kota,31-07-2020 16:13,8,34,48,False,19-08-2020 07:43,#BrandNews #Indian #CovidVaccine has completed 2nd round of trials and is entering the third and final round. Hope… https://t.co/KA5H4lnnR6,"['BrandNews', 'Indian', 'CovidVaccine']",Twitter for Android,False
Mandy Kane,,All comments comprise real-time artistic expression. Read and engage at your own risk.,07-02-2016 07:01,170,786,920,False,19-08-2020 07:41,WARNING about the COVID-19 vaccine. https://t.co/9MqIWpv9xO #COVID19 #NWO #CovidVaccine,"['COVID19', 'NWO', 'CovidVaccine']",Twitter for iPad,False
Online Sexologist,,Doctor providing Online consultanion for sexual and infertility problems of men women and couples. Have many international publications.WhatsApp @ 916290926481,21-05-2020 17:20,10,3,1,False,19-08-2020 07:22,"Moving towards herd immunity
#COVID19 #CovidVaccine #COVID19India #CoronavirusIndia #Corona #coronavirus https://t.co/PnSDpl100P","['COVID19', 'CovidVaccine', 'COVID19India', 'CoronavirusIndia', 'Corona', 'coronavirus']",Twitter for Android,False
JammuKashmir5,,Professional from Kashmir- Kashmiri at Heart..interested in current affairs and politics of South Asia,27-12-2014 12:01,10838,277,664,False,19-08-2020 07:18,"Dr. V.K. Paul, a member of #NITIAayog &amp; who heads the government's expert group on #CovidVaccine administrative pan… https://t.co/e09PRG8pxS","['NITIAayog', 'CovidVaccine']",Twitter Web App,False
JammuKashmir5,,Professional from Kashmir- Kashmiri at Heart..interested in current affairs and politics of South Asia,27-12-2014 12:01,10838,277,664,False,19-08-2020 07:18,The #CovidVaccine trials in #India are progressing well and the manufactures have been asked to indicate potential… https://t.co/YCyqiimzDu,"['CovidVaccine', 'India']",Twitter Web App,False
Steve Games,"Hollywood, Los Angeles","Undaunted, still here serving your imagination. Original account banned from Twitter for protesting unfair ROC enforcement and promoting hateful Trumpism for $.",13-09-2019 22:33,39,32,252,False,19-08-2020 07:17,"Do YOU know why U pulled me over?

#Police #PoliceBrutality #PoliceBrutalityPandemic #DefundThePolice #racism… https://t.co/87PWMcpCmS","['Police', 'PoliceBrutality', 'PoliceBrutalityPandemic', 'DefundThePolice', 'racism']",Twitter Web App,False
Girish Johar,Indian Film Fraternity-Mumbai,My Religion = FILMS !  My Work = Business of FILMS !!  146 films done ... Making movies ... Still counting & hungry for more ...,28-09-2011 07:42,144162,76,1142,True,19-08-2020 07:16,"Good news... Do watch...
#IndiaFightsCorona 
Latest on #CovidVaccine
in India 🇮🇳 by @dibang 👉🏼
https://t.co/WQR7Gy1Ogh","['IndiaFightsCorona', 'CovidVaccine']",Twitter for Android,False
Thorsten Brückner,,"Libertarian, Christian. Journalist. Resisting tyranny.",10-10-2012 09:45,6712,956,18549,False,19-08-2020 07:16,You are officially not a conspiracy theorist anymore when you warn of the possibility of mandatory vaccination.… https://t.co/KC0Kfm9GNT,,Twitter for iPhone,False
😷Résistez Maintenant!,Naarm,"#Union = strength in numbers! United we STAND! ✊🏿✊✊🏾✊🏼✊🏽✊🏾✊🏻
#BLM
#Global #Resistance
Live on Wurunjeri-willam land #neverceded
While I live I'll fight!",02-02-2015 01:34,6082,5408,343424,False,19-08-2020 07:16,@platykitten Great question!!! #auspol #CovidVaccine,"['auspol', 'CovidVaccine']",Twitter for Android,False
Abhishek Anand,Apolitical,"Ordinary...
Cardiac Surgeon

TREAT THE PATIENT NOT THE INVESTIGATION!!",08-04-2009 16:56,36,180,187,False,19-08-2020 07:14,"Wishful thinking!!
#IndiaFightsCorona #Indian #CovidVaccine
#COVID19 #coronavirus #Corona #AtmaNirbharBharat… https://t.co/XfYFeKhh5s","['IndiaFightsCorona', 'Indian', 'CovidVaccine', 'COVID19', 'coronavirus', 'Corona', 'AtmaNirbharBharat']",Twitter for Android,False
The Logical Indian,India,"Handpicked, newsworthy stories which deserve the attention of a rational generation.
https://t.co/u8aJrTvzxw",27-12-2013 19:58,86484,2068,2442,True,19-08-2020 07:03,"""If this #vaccine proves successful, we will manufacture and supply vaccines straight away under our own steam and… https://t.co/ZG0FToIow7",['vaccine'],TweetDeck,False
Enferm Medical,United Kingdom,Enferm Medical. A focused nursing agency concentrating specifically on satisfying you with our expertise and knowledge #enfermmedical,05-02-2015 15:34,136,759,56,False,19-08-2020 07:00,Check out this COVID-19 vaccine tracker that lays out the information on all vaccines in development in a clear and… https://t.co/YHracS8qUD,,Hootsuite Inc.,False
💧ReclusiveUrbanLunatic 🌱🌏🆘🔥☠️,On Bunnerong land,"Using skills in learning difficulties, adult edn & coaching to share info & educate.",17-07-2010 00:49,2588,3723,106455,False,19-08-2020 06:50,"So perplexed they thought he could have been referring to a different company. 

FFS

#CovidVaccine… https://t.co/PktNuWMvWQ",['CovidVaccine'],Twitter for iPhone,False
Bazzio101,"Mount Colah, Sydney",Always remember that we live on a tiny rock in an unimaginably large Universe,18-01-2012 04:32,690,318,66049,False,19-08-2020 06:46,"@jonkudelka However, if we were to impose mandatory #vaccination, we would need a scheme to look after the very few… https://t.co/ReiVrGRtRI",['vaccination'],Twitter for Android,False
Mick Hines,"Yass, NSW","Former photographer, investigator, sky & scuba diver, compliance specialist & Nurse. Now retired with my wife, guitars & Alpaca herd. Opinions are my own.",25-06-2010 13:21,97,358,1597,False,19-08-2020 06:33,@jaquix173 @lynlinking @WgarNews Strange thing is - there is absolutely nothing wrong with announcing a Letter of I… https://t.co/PrH05lyHN6,,Twitter Web App,False
teluguIN,,"Craving for unbiased and on-point news updates, analysis, and film reviews? Here's our website link: https://t.co/Hv7VntCxkq",03-05-2013 09:07,3071,368,335,False,19-08-2020 06:33,"#Coronavirus: #Oxfordvaccine may be the first for #India

https://t.co/RMrnHYSAAc

#IndiaFightsCorona… https://t.co/6SIyYZBjM9","['Coronavirus', 'Oxfordvaccine', 'India', 'IndiaFightsCorona']",Twitter Web App,False
Mick Hines,"Yass, NSW","Former photographer, investigator, sky & scuba diver, compliance specialist & Nurse. Now retired with my wife, guitars & Alpaca herd. Opinions are my own.",25-06-2010 13:21,97,358,1597,False,19-08-2020 06:31,Strange thing is - there is absolutely nothing wrong with announcing a Letter of Intent regarding a future vaccine.… https://t.co/reaAmMSrr5,,Twitter Web App,False
ETHealthWorld,"Noida, India",One stop platform that tracks all breaking news & analysis of the pulsating healthcare industry.,30-10-2014 07:51,5687,891,248,True,19-08-2020 06:30,ETHealthworld | Australia signs deal with AstraZeneca for possible Covid-19 vaccine #Coronavirus… https://t.co/Zdgr7o4LV5,['Coronavirus'],econ b2b post,False
Sanket V Garg,,"History Buff and likes to read and explore history, politics, and economics. Into current geopolitical affairs and Technology updates.",10-07-2011 10:19,88,294,1335,False,19-08-2020 06:29,why wud Russians buy Chinese #CovidVaccine when they themselves claim to have made worlds 1st COVID vaccine. as for… https://t.co/sv047zKinL,['CovidVaccine'],Twitter Web App,False
Neill King,"Brisbane, Queensland","father, husband, human, Ironman (cause you can’t do them without bragging... that’s the freaking point). architecture, triathlon coach.",04-05-2012 00:10,458,1012,16691,False,19-08-2020 06:20,I guess we’ll have to wait to see if this #CovidVaccine is successful (and real) before #ScottyFromMarketing tells… https://t.co/34y65avZBk,"['CovidVaccine', 'ScottyFromMarketing']",Twitter for iPhone,False
EcoWorkx,"Bengaluru, India",EcoWorkx is building a marketplace for verified eco-friendly products. Our vision is to inspire and enable people to go eco-friendly.,01-10-2019 09:18,5,0,31,False,19-08-2020 06:19,"Don’t risk your life, play it safe and help end the #COVID19 #pandemic!

#ecoworkx #coronavirus #CovidVaccine… https://t.co/mLSVaCe4RH","['COVID19', 'pandemic', 'ecoworkx', 'coronavirus', 'CovidVaccine']",Twitter Web App,False
Mandy Kane,,All comments comprise real-time artistic expression. Read and engage at your own risk.,07-02-2016 07:01,170,786,920,False,19-08-2020 06:13,You have a right to know what ingredients are contained in the food products you consume. You have the right to kno… https://t.co/YbyvUphYWA,,Twitter Web App,False
Upfront Devi 🙉.,,"Blogger/ Journalist / Independent Woman!
founder @ Thinktelligent",18-01-2020 19:13,12,12,62,False,19-08-2020 06:12,"See #govt  doesnt listen to #Modi he himself says 
dont give a damn about #Exams 
If #ExamResults are useless  why… https://t.co/Kvlkon3uNi","['govt', 'Modi', 'Exams', 'ExamResults']",Twitter Web App,False
World School of Bangladesh,Bangladesh,An online education platform to provide world-class quality education for all Bangladeshi students.,10-08-2020 03:43,9,61,4,False,19-08-2020 06:10,"COVID-19 Vocabulary English: Self-isolated 

Click here : https://t.co/rQyS5UnWXi via @YouTube 

#COVID19… https://t.co/vYfBqHIUUe",['COVID19'],Twitter Web App,False
DT Next,"Chennai, India",English language newspaper by the Daily Thanthi Group,23-10-2015 12:33,6275,416,144,True,19-08-2020 06:09,"#AstraZeneca vaccine likely to be the first shot available for Indians by the end of 2020. #CovidVaccine 
https://t.co/WAXYwYXh5W","['AstraZeneca', 'CovidVaccine']",Twitter Web App,False
😷Résistez Maintenant!,Naarm,"#Union = strength in numbers! United we STAND! ✊🏿✊✊🏾✊🏼✊🏽✊🏾✊🏻
#BLM
#Global #Resistance
Live on Wurunjeri-willam land #neverceded
While I live I'll fight!",02-02-2015 01:34,6082,5408,343424,False,19-08-2020 06:08,@KerryWitch All hat no cattle! #RubyPrincess #AgedCareCrisis #WeAreAllInThisTogether #WeAreVictoria #CovidVaccine #auspol,"['RubyPrincess', 'AgedCareCrisis', 'WeAreAllInThisTogether', 'WeAreVictoria', 'CovidVaccine', 'auspol']",Twitter for Android,False
Brad Dalton,Thailand,"Love to blog, travel, run and surf big waves.",20-10-2010 16:16,2146,2961,344,False,19-08-2020 06:03,@smh Will #scomo and his family be queueing up like the rest of us? #CovidVaccine #COVID19 Will he be using the mil… https://t.co/WO4sh0ghpo,"['scomo', 'CovidVaccine', 'COVID19']",Twitter Web App,False
Oneindia News,India,"https://t.co/b2BCDYhPGV is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",16-12-2008 09:44,63542,665,364,True,19-08-2020 06:02,India looks for the #Oxford-#AstraZeneca vaccine candidate which is likely to be the first shot available for India… https://t.co/WZTvshcMMc,"['Oxford', 'AstraZeneca']",Twitter Web App,False
Himanshu Sasiya,,,06-08-2020 15:04,12,134,13,False,19-08-2020 06:02,@skips_ahmedabad healthcare sector is an important part of every companies economy. and his pandemic period also te… https://t.co/5MdZ0RV7mS,,Twitter Web App,False
MVBN,,"Marketing technologist | Blogger| Growth Hacker| SEOexpert| DigitalMarketer| SocialMedia.
Marketing is really just about sharing your passion.",06-12-2009 06:09,33,842,252,False,19-08-2020 05:59,"MAJOR CREDIT GOES TO #ArnabGoswami who is  instrumental in making this case to go to CBI.

This is not the time to… https://t.co/cExlW5Ysin",['ArnabGoswami'],Twitter for Android,False
Upfront Devi 🙉.,,"Blogger/ Journalist / Independent Woman!
founder @ Thinktelligent",18-01-2020 19:13,12,12,62,False,19-08-2020 05:57,More than 50k #deaths and yet #govt  has no alternative methods to conduct various exams. They say it is #newindia… https://t.co/WmIurhohoW,"['deaths', 'govt', 'newindia']",Twitter Web App,False
Wendy Smith,,Self funded retiree; nature lover; social justice; votes for the underdog.,08-01-2020 23:19,108,325,3600,False,19-08-2020 05:57,"@MGliksmanMDPhD Especially when his chosen provider, Astra Zeneca, refuses to accept any liability for side effects… https://t.co/IPuSGQs9F5",,Twitter Web App,False
Vivek Choubey 🔃,"Jabalpur, India",| Politics | Movies | BoxOffice | Business | Entertainment | Spirituality | Member of @PoS__Community | Instagram - https://t.co/DhT2q5XecM |,07-10-2017 11:27,1623,4411,13775,False,19-08-2020 05:56,"What are the Challenges faced by you due to #CoronaPandemic...?

Small or large, any Problem faced by you... Please… https://t.co/1df8f8i6Hv",['CoronaPandemic'],Twitter for Android,False
Stewart Mckegg,"Portinscale, England","To be able to retire happily although few years to go.
A huge Man Utd fan although fed up of Glaziers running the club for their own ends, it needs new owners",24-07-2017 18:45,105,305,2191,False,19-08-2020 05:56,"#backto60 #CovidVaccine
Both say not sure if effective for over 55's well that is a great comfort as its that secto… https://t.co/ILidNoxHv1","['backto60', 'CovidVaccine']",Twitter for Android,False
Jeanette Richmond,,Political junkie with a left lean. Gran who loves photography. Classical music buff. Love reading and movies,25-09-2019 05:58,337,485,23911,False,19-08-2020 05:53,@abcnews Why are you reporting this like a fait accompli? You gave @Bowenchris' response 2 seconds on the afternoon… https://t.co/4j0VMElLJp,,Twitter for Android,False
D.P.Mishra,India,Wants to Express,05-01-2013 18:00,1257,2912,37897,False,19-08-2020 05:49,"One in four Indians may have Covid antibodies, show tests
Living Indian way will boost immunity. #CovidVaccine… https://t.co/WuGvRemQ3Z",['CovidVaccine'],Twitter for Android,False
big_matty_mula,"Sydney, New South Wales",professional moron....training dad.....life is a journey... one tweet at a time,08-09-2019 11:54,12,80,285,False,19-08-2020 05:46,Top 5 best news this year!!!! Hopefully now we can hit the #RoadToRecovery #2020worstyear #auspol #bounceback… https://t.co/3aTad2TE4M,"['RoadToRecovery', '2020worstyear', 'auspol', 'bounceback']",Twitter for iPhone,False
Alan Bolt-Devine OAM,"Australian Capital Territory, ",keep on knockin but you can't get in WOOOOOOOO!,28-01-2008 10:15,3188,3776,13385,False,19-08-2020 05:44,WHEN YOU SIGN A LETTER OF INTENT WITH YOUR WEED GUY FOR A 1/4 FOR FRIDAY NIGHT #auspol #CovidVaccine https://t.co/ZsC4dt6XST,"['auspol', 'CovidVaccine']",Twitter for Android,False
Brains Behind AI,"Austin, TX",Brains Behind AI is a podcast and a global community of Artificial Intelligence product enthusiasts and entrepreneurs.,17-02-2020 17:15,73,200,1,False,19-08-2020 05:44,"Aloha, Listen to our latest episode
https://t.co/AzWjVkvL7L: Adit Jain on #AI transforming HR function

🌐Website:… https://t.co/Ig0AxXaYjp",['AI'],Twitter Web App,False
Tech2,"Mumbai, India","India's most exciting science & technology destination. Follow us for news, gadget reviews and the latest in science.",25-05-2009 10:01,75223,541,1481,True,19-08-2020 05:43,".@WHO chief @DrTedros said, ""The fastest way to end #CoronavirusPandemic and reopen economies is by protecting the… https://t.co/bSK5nO5fi1",['CoronavirusPandemic'],TweetDeck,False
Ita Gilsenan,,,30-01-2017 05:51,81,343,18063,False,19-08-2020 05:35,Perhaps he need to contact Russia their vaccine is up and running ... Sputnik 1 what could go wrong 😳#CovidVaccine… https://t.co/7B2HG2Py9r,['CovidVaccine'],Twitter for iPhone,False
Dave Dawson,"Melbourne, Australia","work addiction/mental health,single dad, @melbournefc @storm @ChelseaFC @melbournerebels @VicStateCricket #Biden2020 #unionstrong #resistance #atheist #recovery",07-04-2010 23:45,3717,4874,29878,False,19-08-2020 05:34,"Prime Minister of Australia Scott Morrison using a classic conservative tactic of diverting attention,they do it wi… https://t.co/Uz1vt0f1Hj",,Twitter for iPad,False
Andy Miller,Australia,"🇦🇺 If you're afraid to live your life because you might die, then you have already died.",22-03-2009 14:02,569,2190,23934,False,19-08-2020 05:33,"What would you prefer a vaccine shot or stay in stage 4 lockdown?

#CovidVaccine 
#COVID19Vic","['CovidVaccine', 'COVID19Vic']",Twitter for Android,False
